Company,Inches,RAM,Memory,OpSys,Weights,Price,X_res,Y_res,Gaming,Touchscreen,ppi,Cpu Brand,Gpu brand
SAMSUNG,14,4,64,Windows,4.36,145,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
SAMSUNG,11.6,4,32,Chrome OS,2.6,176.59,1366,768,0,0,135.0942112,Celeron Processor,Intel 
Dell,14,12,512,Windows,3.39,1189,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Alienware,15.6,16,1024,Others/Linux/Mac OS,5.2,1185.85,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Acer,15.6,8,256,Windows,5.07,700.99,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
LG,17,16,1024,Windows,2.98,1094.49,2560,1600,0,0,177.5808213,Intel Core i7,Intel 
Lenovo,17.3,12,256,Windows,4.84,699,1600,900,0,0,106.1130621,Intel Core i5,Intel 
HP,14,4,512,Windows,4.39,118.99,1366,768,0,0,111.9352036,AMD Processor,AMD
ASUS,14,32,512,Windows,9.6,1890.95,2880,1800,0,0,242.5880863,Intel Core i9,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Dell,14,12,512,Windows,3.39,1189,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
SAMSUNG,15.6,8,512,Windows,2,999.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,14,4,64,Windows,4.55,189.99,1366,768,0,0,111.9352036,Intel Core i7,Intel 
ASUS,14.5,12,512,Windows,5.94,889.99,1920,1080,0,0,151.9246324,Intel Core i7,Intel 
ASUS,14,32,512,Windows,9.6,1890.95,2880,1800,0,0,242.5880863,Intel Core i9,Intel 
ASUS,16,16,1024,Windows,13,2199.99,3840,2400,0,0,283.019434,Intel Core i7,NVIDIA
Dell,17.3,8,256,Windows,6.16,390,1920,1080,0,0,127.3356746,Intel Core i7,Intel 
Lenovo,14,16,1024,Windows,3.3,799,1920,1080,0,1,157.3505121,AMD Processor,AMD
Lenovo,14,16,512,Windows,5.1,963.9260148,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
MSI,15.6,4,1024,Windows,8,649.99,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
Acer,14,16,512,Windows,2.65,750,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Lenovo,16,32,1024,Windows,5.39,1249.99,2560,1600,1,0,188.6796226,AMD Processor,NVIDIA
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
HP,15.6,8,256,Windows,3.84,675,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
ASUS,14,8,512,Windows,2.65,840.7,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,15.6,16,512,Windows,6.78,604.99,1920,1080,0,0,141.2119981,AMD Processor,AMD
Lenovo,15.6,32,1024,Windows,2.91,1283.77,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Acer,15.6,16,1024,Windows,7,963.9260148,1920,1080,0,0,141.2119981,AMD Processor,AMD
Acer,15,4,32,Chrome OS,5.61,399,1366,768,0,0,104.4728567,Celeron Processor,Intel 
Lenovo,14,16,1024,Windows,7,1249,3840,2160,0,1,314.7010243,Intel Core i7,Intel 
Dell,14,16,256,Windows,6.38,680,1366,1080,0,0,124.383295,Intel Core i5,Intel 
IVIEW,14.1,4,64,Windows,0.141,963.9260148,1920,1080,0,0,156.2345511,Other Intel Processor,Intel 
Lenovo,14,4,128,Windows,3.25,279.99,1366,768,0,1,111.9352036,Pentium Processor,Intel 
HP,14,16,512,Windows,4.84,1170.99,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
LG,14,16,512,Windows,2.2,956.99,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Dell,16,64,2048,Windows,8,1335,1920,1200,0,1,141.509717,Intel Core i7,Intel 
HP,15.6,8,512,Windows,4.75,469.99,1366,768,0,0,100.4546699,Intel Core i5,Intel 
ASUS,16.6,16,512,Windows,4.19,1932.89,2560,1440,1,0,176.9403349,AMD Processor,Intel 
Dell,15.6,64,2048,Windows,3.65,1189.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,15,8,256,Windows,4,299.99,1366,768,0,0,104.4728567,Intel Core i3,Intel 
Lenovo,16,16,1024,Windows,4.79,963.9260148,2560,1600,0,1,188.6796226,Intel Core i7,Intel 
Lenovo,15.6,4,128,Windows,5.3,379,1920,1080,0,0,141.2119981,Intel Core i3,Intel 
Acer,11.6,4,160,Chrome OS,3.31,199,1366,768,0,1,135.0942112,AMD Processor,AMD
Dell,14,8,512,Windows,6.5,595,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,14,8,256,Windows,3.09,699,1920,1080,0,1,157.3505121,Intel Core i5,Intel 
MSI,17.3,32,1024,Windows,6,963.9260148,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Acer,14,16,512,Windows,3.2,991.22,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Lenovo,14,4,512,Chrome OS,5,233.25,1920,1080,0,0,157.3505121,AMD Processor,AMD
Dell,13.3,8,256,Windows,2.7,445,3840,2400,0,1,340.474507,Intel Core i5,Intel 
Microsoft,10.51,16,128,Windows,1.2,310.07,1920,1280,0,1,219.5578322,Intel Core i7,Intel 
Apple,14.2,16,1024,Others/Linux/Mac OS,4.37,2447.5,1920,1080,0,0,155.1343078,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
Quality Refurbished Computers,15.6,8,120,Windows,4.37,149,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,14,4,128,Windows,1,390,1366,768,0,0,111.9352036,Intel Core i3,Intel 
HP,14,4,96,Chrome OS,4.82,139.99,1366,768,0,0,111.9352036,AMD Processor,AMD
MSI,17.3,16,512,Windows,7.49,1499,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Lenovo,15.6,4,512,Chrome OS,3,349,1920,1080,0,1,141.2119981,Intel Core i3,Intel 
Lenovo,14,4,64,Windows,4.4,199,1366,768,0,0,111.9352036,AMD Processor,AMD
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
HP,15.6,16,1000,Windows,3.75,549.99,1920,1080,0,0,141.2119981,Athlon Processor,AMD
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
HP,17.3,12,256,Windows,8,963.9260148,1600,900,0,1,106.1130621,AMD Processor,AMD
MSI,15.6,64,2048,Windows,6,2249.99,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
HP,17.3,16,256,Windows,4.58,963.9260148,1600,900,0,0,106.1130621,Athlon Processor,AMD
HP,14,4,64,Windows,3.2,239,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
HP,17.3,32,2048,Windows,5.29,963.9260148,1920,1080,0,0,127.3356746,Intel Core i5,Intel 
HP,15.6,32,1024,Windows,8,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
HP,14,8,256,Windows,3.26,399,1366,768,0,1,111.9352036,AMD Processor,AMD
Lenovo,15.6,12,512,Windows,8,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Lenovo,14,16,512,Windows,5.2,1053.35,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Dell,15.6,32,1024,Windows,3.78,1083,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,13.3,8,256,Windows,3.04,589.99,2560,1600,0,0,226.9830047,Intel Core i7,AMD
Dell,14,8,512,Windows,6.5,595,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Acer,16,32,1024,Windows,5.29,2999.99,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
Microsoft,13.5,8,256,Windows,2.79,368.99,1280,800,0,0,111.8101468,Intel Core i5,Intel 
Lenovo,15.6,8,512,Windows,8,1070.99,1920,1080,1,0,141.2119981,AMD Processor,NVIDIA
Lenovo,15.6,8,256,Windows,2.6,749.98,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Lenovo,3,8,256,Windows,4.2,799,1920,1080,0,0,734.30239,Intel Core i7,Intel 
HP,15.6,16,128,Windows,3.92,440,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Quality Refurbished Computers,15.6,8,120,Windows,4.37,149,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,15.6,16,512,Windows,7,963.9260148,1920,1080,0,1,141.2119981,Intel Core i5,Intel 
HP,14,4,512,Chrome OS,3.24,179,1366,768,0,0,111.9352036,Celeron Processor,Intel 
GIGABYTE,17,16,512,Windows,4.68,1299,1920,1080,1,0,129.5827747,AMD Processor,NVIDIA
SAMSUNG,116,4,32,Chrome OS,2.9,198,1366,768,0,0,13.50942112,Other Intel Processor,Intel 
Acer,17.3,32,2048,Windows,9.58,1129.99,1920,1080,1,0,127.3356746,Intel Core i5,NVIDIA
Lenovo,14,8,256,Windows,4,388.75,1920,1080,0,1,157.3505121,Intel Core i3,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
HP,14,8,128,Windows,3.33,963.9260148,1366,768,0,0,111.9352036,AMD Processor,AMD
MSI,15.6,64,2048,Windows,6,2249.99,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Lenovo,14,16,256,Windows,5.3,1274.8,1920,1200,0,1,161.7253908,Intel Core i7,Intel 
HP,15.6,20,1024,Windows,8,963.9260148,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
Toshiba,15.6,8,256,Windows,5.1,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,4.96,704.99,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
LG,15.6,8,512,Windows,2.47,779.99,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
ASUS,16,16,1024,Windows,6.65,1772.48,2560,1600,1,0,188.6796226,Intel Core i9,NVIDIA
Lenovo,14,16,512,Windows,3,1377,1920,1200,0,0,161.7253908,AMD Processor,AMD
HP,14,4,64,Windows,3.17,159.34,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Lenovo,15.6,8,512,Others/Linux/Mac OS,3.76,689.99,1920,1080,1,0,141.2119981,Intel Core i7,Intel 
ASUS,14.5,12,512,Windows,3.59,830.99,2880,1800,0,0,234.2229798,Intel Core i7,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Acer,15.6,8,256,Windows,3.97,629,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Acer,15.6,8,64,Chrome OS,3.53,379.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Lenovo,15.6,12,1024,Windows,4.4,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,13.3,8,128,Chrome OS,7,367.3,1920,1080,0,1,165.6321181,Intel Core i3,Intel 
Razer,16,32,1024,Windows,5.4,3299.99,3840,2400,1,0,283.019434,Intel Core i9,NVIDIA
LG,16,16,1024,Windows,2.76,1799.99,3200,2000,0,0,235.8495283,Intel Core i7,Intel 
SAMSUNG,15.6,8,512,Windows,3.4,499,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,13.3,16,512,Windows,4.24,359.9,1920,1080,0,0,165.6321181,Other Intel Processor,Intel 
Lenovo,15.6,16,512,Windows,5.29,1209,1920,1080,1,0,141.2119981,AMD Processor,NVIDIA
Dell,14,16,512,Windows,5.53,997.77,2560,1600,0,1,215.6338544,Intel Core i7,Intel 
SAMSUNG,116,4,32,Chrome OS,2.9,198,1366,768,0,0,13.50942112,Other Intel Processor,Intel 
MSI,15.6,8,512,Windows,4.63,899.9,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,8,64,Chrome OS,3.3,514.46,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Acer,15.6,8,512,Windows,3.88,691.8,1920,1080,0,0,141.2119981,AMD Processor,AMD
ASUS,14,8,256,Chrome OS,6.01,769.99,1920,1200,1,0,161.7253908,Intel Core i5,NVIDIA
HP,17.3,32,1024,Windows,8,963.9260148,1920,1080,0,0,127.3356746,Intel Core i7,Intel 
HP,14,16,1024,Windows,2.9,1999,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Dell,15.6,8,256,Windows,4.4,399,1920,1080,0,1,141.2119981,AMD Processor,AMD
HP,13.3,8,512,Windows,2.86,727.99,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Lenovo,14.5,32,1024,Windows,6.1,1199.99,1920,1080,0,1,151.9246324,AMD Processor,NVIDIA
HP,17.3,32,1024,Windows,8,963.9260148,1920,1080,0,0,127.3356746,Intel Core i7,Intel 
HP,14,4,32,Windows,3.17,254,1366,768,0,0,111.9352036,Celeron Processor,Intel 
MSI,14,16,512,Windows,4.64,963.9260148,1920,1080,1,0,157.3505121,Intel Core i7,NVIDIA
HP,14,4,128,Windows,1.47,169,1366,1080,0,0,124.383295,Intel Core i7,AMD
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Lenovo,15.6,16,512,Windows,3.75,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
HP,16.1,32,2048,Windows,6,1589.99,1920,1080,1,0,136.8265323,AMD Processor,NVIDIA
HP,17.3,16,1024,Windows,4.96,1051.53,1920,1080,0,0,127.3356746,Intel Core i7,Intel 
Lenovo,14,16,4096,Windows,2.5,2069.77,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
Lenovo,16,16,512,Windows,7,963.9260148,2560,1560,0,1,187.3666192,Intel Core i7,Intel 
Lenovo,14,8,256,Windows,3,899.99,1920,1080,0,1,157.3505121,Intel Core i5,Intel 
Lenovo,15.6,16,512,Windows,0.01,865.23,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Dell,15.6,8,256,Windows,5.54,238.99,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
VivoBook,14,8,256,Windows,4.8,329,1920,1080,0,0,157.3505121,AMD Processor,AMD
Toughbook,10.1,8,256,Windows,5.1,639,1024,768,0,1,126.7326733,Intel Core i5,Intel 
Lenovo,15.6,8,512,Windows,5.94,840,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
Lenovo,14,16,1024,Windows,7,1249,3840,2160,0,1,314.7010243,Intel Core i7,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Lenovo,14,16,1024,Windows,3,1549,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
ASUS,14,4,128,Windows,1,174.93,1366,768,0,0,111.9352036,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,8,849,1920,1080,0,1,141.2119981,Intel Core i5,Intel 
HP,14,32,2048,Windows,7,989.1,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,3.75,976.75,1920,1080,0,0,141.2119981,AMD Processor,AMD
ASUS,15.6,32,1024,Windows,6,1819.99,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Dell,17.3,32,2000,Windows,6.65,2499.95,3840,1080,1,0,230.577158,Intel Core i9,NVIDIA
Lenovo,15.6,8,1024,Windows,6.9,963.9260148,1920,1080,0,1,141.2119981,Intel Core i5,Intel 
HP,17.3,8,128,Windows,5.41,648,1600,900,0,0,106.1130621,Intel Core i3,Intel 
Lenovo,16,32,1024,Windows,4.59,963.9260148,2560,1600,0,1,188.6796226,Intel Core i7,Intel 
Lenovo,14,16,512,Windows,5,599.99,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
ASUS,15.6,16,256,Windows,3.42,857.84,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Dell,15.6,16,1024,Windows,5,512.75,1920,1080,0,1,141.2119981,Intel Core i5,Intel 
SAMSUNG,11.6,4,32,Chrome OS,0.634,129.99,1366,768,0,0,135.0942112,Celeron Processor,Intel 
SAMSUNG,13.3,8,256,Chrome OS,2.29,963.9260148,3840,2160,0,1,331.2642361,Intel Core i5,Intel 
ASUS,15.6,8,128,Windows,3.53,419.99,1920,1080,0,0,141.2119981,AMD Processor,AMD
Acer,17.3,12,256,Windows,4.6,437.99,1600,900,0,0,106.1130621,Intel Core i3,Intel 
Apple,13,8,256,Others/Linux/Mac OS,2.92,599,2560,1600,0,0,232.221074,Intel Core i5,Intel 
HP,17.3,16,1024,Windows,5,649.99,1920,1080,0,0,127.3356746,AMD Processor,AMD
Apple,13.3,8,512,Others/Linux/Mac OS,5.1,1197.95,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Dell,13.3,16,256,Windows,2.61,894.99,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
Lenovo,14,4,64,Windows,3.2,199,1366,768,0,0,111.9352036,AMD Processor,AMD
LG,17,32,2048,Windows,2.98,1799.99,2560,1600,0,0,177.5808213,Intel Core i7,Intel 
HP,14,4,64,Chrome OS,4.69,196,1920,1080,0,1,157.3505121,Celeron Processor,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Dell,15.6,12,256,Windows,3.93,350,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
HP,14,4,256,Chrome OS,4.22,189.99,1366,768,0,1,111.9352036,Celeron Processor,Intel 
ASUS,17.3,32,1024,Windows,11.62,2499.99,2560,1440,1,0,169.7808994,Intel Core i9,Intel 
HP,15.6,8,256,Windows,4.41,569.99,1920,1080,0,1,141.2119981,AMD Processor,AMD
Lenovo,15.6,8,256,Windows,5.29,415,1920,1080,0,0,141.2119981,Intel Core i3,Intel 
LG,17,16,512,Windows,3,779.95,2560,1600,0,0,177.5808213,Intel Core i7,Intel 
Dell,15.6,32,1024,Windows,8,963.9260148,1920,1080,0,0,141.2119981,AMD Processor,AMD
SAMSUNG,13.3,8,256,Windows,2.09,599,1920,1080,0,1,165.6321181,Intel Core i5,Intel 
Lenovo,14,4,64,Windows,3.1,105,1366,768,0,0,111.9352036,AMD Processor,AMD
Dell,17,64,2048,Windows,29,2901.09,1920,1080,0,1,129.5827747,Intel Core i9,NVIDIA
MSI,17.3,32,1024,Windows,6,963.9260148,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Acer,17.3,8,512,Windows,8.68,889,1920,1080,1,0,127.3356746,Intel Core i5,NVIDIA
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
HP,15.6,32,1024,Windows,8,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Dell,14,8,256,Windows,9.18,543.99,1366,768,0,0,111.9352036,Intel Core i7,Intel 
Tocosy,11.6,4,64,Windows,2.86,229,800,1280,0,0,130.1238777,Intel Core i7,Intel 
HP,13.3,8,512,Windows,2.87,784.99,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
HP,14,4,64,Windows,4.51,195.99,1366,768,0,0,111.9352036,Intel Core i7,Intel 
HP,15.6,16,512,Windows,5.35,899,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,15.6,12,256,Windows,8,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Dell,14,4,320,Windows,4.56,99,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
ASUS,15.6,16,512,Windows,4.63,1599.99,2880,1620,0,0,211.8179971,Intel Core i7,NVIDIA
HP,15.6,16,512,Windows,3.86,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Lenovo,14,4,128,Windows,3.3,449,1920,1080,0,1,157.3505121,Intel Core i3,Intel 
ASUS,15.6,8,128,Windows,3.97,963.9260148,1920,1080,0,1,141.2119981,Intel Core i3,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
HP,15.6,16,1000,Windows,3.75,549.99,1920,1080,0,0,141.2119981,Athlon Processor,AMD
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
MSI,15.6,12,256,Windows,4.1,963.9260148,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
ASUS,15.6,8,128,Windows,3.97,963.9260148,1920,1080,0,1,141.2119981,Intel Core i3,Intel 
GIGABYTE,15.6,16,512,Windows,4.8,949.99,1920,1080,1,0,141.2119981,Other Intel Processor,NVIDIA
Lenovo,14,4,128,Windows,3.3,399,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Lenovo,17.3,32,1024,Windows,11,963.9260148,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
HP,15.6,16,512,Windows,3.86,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Razer,17.3,16,1024,Windows,10.56,3363.42,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Dell,13.4,16,1000,Windows,2.71,1389.99,1920,1080,0,0,164.3960575,Intel Core i7,Intel 
Acer,17.3,8,512,Windows,8.68,889,1920,1080,1,0,127.3356746,Intel Core i5,NVIDIA
Dell,14,16,256,Windows,4.73,729,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
MSI,14,8,512,Windows,5.1,685.99,1920,1080,1,0,157.3505121,Intel Core i5,Intel 
ASUS,11.6,4,32,Chrome OS,2.65,159.99,1920,1080,0,0,189.9057905,Celeron Processor,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,15.6,12,512,Windows,4.34,975.88,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Dell,15.6,8,256,Windows,4.47,957.59,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Acer,15.6,2,16,Chrome OS,4.2,104.99,1366,768,0,0,100.4546699,Celeron Processor,Intel 
LG,17,16,1024,Windows,2.98,1177.98,2560,1600,0,0,177.5808213,Intel Core i7,Intel 
Dell,13.3,16,512,Windows,2.5,1239.77,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
HP,15.6,16,1024,Windows,4.41,963.9260148,1920,1080,0,1,141.2119981,AMD Processor,AMD
Lenovo,15.6,8,512,Windows,5.04,549.12,1366,768,0,1,100.4546699,Intel Core i5,Intel 
Lenovo,15.6,8,512,Windows,8,1070.99,1920,1080,1,0,141.2119981,AMD Processor,NVIDIA
HP,15.6,16,512,Windows,4.02,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Lenovo,15.6,8,512,Windows,5.24,309.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,15.6,32,1024,Windows,5.28,1249,1920,1080,1,0,141.2119981,AMD Processor,NVIDIA
HP,16.1,64,2048,Windows,5.11,963.9260148,2560,1440,1,0,182.4353764,Intel Core i7,NVIDIA
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Lenovo,16,8,256,Chrome OS,4.11,569.99,2560,1600,1,0,188.6796226,Intel Core i7,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Microsoft,13.5,8,256,Windows,3.4,648.99,2256,1504,0,0,200.8425599,Intel Core i5,Intel 
Dell,14.1,8,512,Windows,3.7,139.98,1366,768,0,0,111.1413369,Intel Core i5,Intel 
Lenovo,13,32,512,Windows,5.49,963.9260148,1920,1080,0,0,169.4543977,Intel Core i7,Intel 
Dell,15.6,64,2048,Windows,5,963.9260148,1920,1080,0,1,141.2119981,Intel Core i5,Intel 
Dell,15.6,64,4096,Windows,5,1099,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
HP,15.6,16,1024,Windows,5.39,549,1366,768,0,0,100.4546699,Pentium Processor,Intel 
HP,15.6,16,1024,Windows,5.14,499,1366,768,0,0,100.4546699,Pentium Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Dell,16,32,1280,Windows,5.95,1349.03,2560,1440,1,0,183.5755975,Intel Core i9,NVIDIA
