Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
Lenovo,"Lenovo Legion 5 15.6"" FHD Gaming Laptop Computer, 8-Core AMD Ryzen 7 5800H(up to 4.4GHz), NVIDIA GeForce RTX 3050Ti, 32GB RAM 2TB PCIe SSD, RGB Backlit",15.6 Inches,‎1920x1080 Pixels,AMD Ryzen 7 5800H,32 GB,2 TB,‎NVIDIA GeForce,‎Windows 10 Home,‎4.19 pounds,"From $1,899.00"
Lenovo,"Lenovo Thinkpad Yoga 11E (3rd Gen) 11.6"" Touchscreen Convertible Ultrabook",11.6 Inches,‎1366 x 768 pixels,Celeron,4 GB,128 GB,‎Intel HD Graphics,‎Windows 10 Pro,‎3.5 pounds,$286.00 
Dell,Dell Latitude E5430 14' LED Notebook - Intel Core i3 i3-3110M 2.40 GHz,14 Inches,‎1366 x 768 Pixels,Core i3,2 GB,320 GB,‎Intel HD 4000,‎Windows 7 Home Premium,‎5.04 pounds,$99.00 
Acer,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",15.6 Inches,‎1920x1080,Core I3 1115G4,8 GB,128 GB,‎Intel UHD Graphics,‎Windows 11 S,‎3.64 pounds,$299.99 
ROKC,"2023 Newest Upgraded Ideapad 3i Laptops for Student & Business by Lenovo, 14 inch FHD Computer, Intel Core i3-1115G4, 12GB RAM, 512GB SSD, HDMI, Webcam, Bluetooth, Webcam, Windows 11, Platinum Grey",14 Inches,‎1920 x 1080 Pixels,Intel Core i3,12 GB,512 GB,‎Intel,‎Windows 11,‎3.31 pounds,$469.99 
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14 Inches,‎1920x1080 Pixels,Celeron N4020,4 GB,128 GB,‎Intel UHD Graphics 600,‎Chrome OS,‎5.16 pounds,$249.99 
Acer,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5",14 Inches,‎1366x768 Pixels,Pentium,8 GB,128 GB,‎Intel UHD Graphics,‎Chrome OS,‎3.42 pounds,$399.99 
ASUS,"ASUS ZenBook 13 OLED Ultra-Slim Laptop, 13.3” OLED FHD NanoEdge Bezel Display, AMD Ryzen 5 5500U, 8GB LPDDR4X RAM, 512GB PCIe SSD, NumberPad, Wi-Fi 5, Windows 11 Home, Pine Grey, UM325UA-DH51",13.3 Inches,‎1920 x 1080 Pixels,Ryzen 5,8 GB,512 GB,‎AMD Radeon Graphics 5500,‎Windows 11,‎1.96 pounds,$815.99 
Dell,"Dell Latitude 3000 3330 13.3"" Notebook - Full HD - 1920 x 1080 - Intel Core i3 11th Gen i3-1125G4 Quad-core (4 Core) 2 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Titan Gray",13.3 Inches,‎1920 x 1080 Pixels,Core i3,8 GB,256 GB,‎Intel UHD Graphics,‎Windows 10 Pro,‎2.65 pounds,$698.99 
ASUS,"ASUS ROG Zephyrus M15 15.6"" 4K Ultra HD (3840 x 2160) Gaming Laptop, Intel Core i7-10750H, 16GB Memory, 1TB SSD, NVIDIA GeForce RTX 2060, Windows 10, Prism Black",15.6 Inches,‎3840 x 2160 Pixels,Corei7-10750H,16 GB,1 TB,‎NVIDIA GeForce RTX 2060,‎Windows 10,‎4.4 pounds,"From $2,299.00"
Dell,"Dell Latitude 5000 5421 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-11500H Hexa-core (6 Core) 2.90 GHz - 8 GB RAM - 256 GB SSD - Titan Gray Dull",14 Inches,‎1920 x 1080 Pixels,Core i5 Family,8 GB,256 GB,‎Intel UHD Graphics,‎Windows 10 Pro,‎3.3 pounds,$962.78 
ASUS,"ASUS ZenBook S UX391UA-XB71-R Ultra-thin and light 13.3-inch Full HD Laptop, Intel Core i7-8550U, 8GB RAM, 256GB M.2 SSD, Windows 10 Pro, FP Sensor, Thunderbolt, Burgundy Red",13.3 Inches,‎1920x1080 Pixels,Core i7,8 GB,256 GB,‎Intel HD,‎Windows 10 Pro,‎2.31 pounds,"$1,130.00 "
Dell,"Dell Latitude 5424 Rugged Laptop, 14-inch FHD (1920 x 1080) Touchscreen, Intel Core 8th Gen i5-8350U, 8GB RAM, 256GB SSD, Windows 10 Pro (Renewed)",14 Inches,‎1920 x 1080 Pixels,Unknown,8 GB,256 GB,‎Intel,‎Windows 10,‎5.5 pounds,"$1,529.95 "
MSI,"MSI Creator Z17 17"" Professional Creator Laptop: Intel Core i9-12900H RTX 3080 Ti 64GB DDR5 2TB NVMe SSD, QHD+ 165hz Touch 100% DCI-P3, Thunderbolt 4 w/ PD Charging, Win 11 Pro: Lunar Gray A12UHST-046",17,‎2560 x 1600 Pixels,Core i9,32 GB,2 TB,‎NVIDIA GeForce RTX 3080 Ti,‎Windows 11 Pro,‎7.93 pounds,"$5,949.99 "
ASUS,ASUS Chromebook C403NA-YS02 14.0 inch Intel Celeron N3350 1.1GHz/ 4GB LPDDR4/ 32GB eMMC/ USB3.1/ Chrome OS Notebook (Dark Grey),14 Inches,‎1366 x 768,Celeron N,4 GB,‎HDD,,‎Chrome OS,‎4.53 pounds,$300.00 
Sony,"Sony Vaio VPCEA36FM/W 14"" Notebook (2.40 GHz Intel Core i3 - 370M Processor, 4 GB RAM, 500 GB Hard Drive, Blu-ray) White",14 Inches,‎1336 x 768 Pixels,Core i3,4 GB,500 GB,‎HD Graphics,‎Microsoft Windows 7 Home Premium (64 bit),‎5.2 pounds,
Dell,"Dell Inspiron 16 5625 16"" FHD+ Touchscreen Laptop Computer - AMD Ryzen 7 5825U 8-Core up to 4.50 GHz Processor, 32GB DDR4 RAM, 2TB PCIe NVMe SSD, AMD Radeon Graphics, Windows 11 Pro",16 Inches,‎1920x1200 Pixels,AMD Ryzen 7,32 GB,2000 GB,‎AMD Radeon Graphics,‎Windows 11 Pro,‎4.12 pounds,
Dell,Dell XPS 15 7590 15.6 Core I7-9750H 16GB RAM 512GB PCIe SSD 4K OLED Non-Touch (3840X2160) NVIDIA GTX 1650 4GB Windows 10 Home (Renewed),15.6 Inches,‎3840 x 2160 Pixels,Intel Mobile CPU,16 GB,512 GB,‎Nvidia,‎Windows 10 Home,‎4 pounds,$995.00 
Apple,"Apple MacBook Pro 16.2"" with Liquid Retina XDR Display, M2 Pro Chip with 12-Core CPU and 19-Core GPU, 32GB Memory, 1TB SSD, Silver, Early 2023",,,,32 GB,1 TB,,‎Mac OS,‎8.33 pounds,"$3,099.00 "
Lenovo,"Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6"" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue",15.6 Inches,‎1920x1080 Pixels,Celeron P4500,8 GB,64 GB,,‎Chrome OS,‎5.59 pounds,$299.99 
MSI,"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",17.3 Inches,‎3840 x 2160 Pixels,Core i7 Family,16 GB,512 GB,‎NVIDIA GeForce RTX 3060,‎Windows 10 Home,‎5.4 pounds,"$1,473.89 "
HP,"2022 HP Pavilion 15.6"" FHD Touchscreen Laptop 12th Gen 10-Core Intel i7-1255U 32GB DDR4 2TB NVMe SSD Iris Xe Graphics HDMI Webcam WiFi-6 Bluetooth Backlit Keyboard Windows 11 Pro w/ 32GB USB Included",15.6 Inches,‎1920 x 1080 Pixels,Core i7,32 GB,2 TB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎3.86 pounds,
Lenovo,"Lenovo ThinkBook 15 G4 IAP 21DJ00G1US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD -",15.6 Inches,‎1920 x 1080 Pixels,Core i5,8 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 11,‎5.8 pounds,$801.98 
Lenovo,"Lenovo Yoga 9i 2-in-1 14.0"" FHD 400Nits Touch-Screen Laptop, Intel Evo Platform Core i7-1185G7, Webcam, Backlit Keyboard, Thunderbolt, Iris Xe Graphics, Windows 10, Stylus, 16GB RAM, 1024GB NVME SSD",14 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,1024 GB,‎Intel Iris Xe Graphics,‎Windows 10 Home,‎2.97 pounds,"From $1,999.00"
Acer,"Acer Swift 7 SF714-51T-M9H0 Ultra-Thin 8.98mm Laptop, 14"" Full HD Touch, 7th Gen Intel Core i7-7Y75, 8GB LPDDR3, 256GB PCIe NVMe SSD, 4G LTE, Windows 10",14 Inches,‎1920 x 1080 Pixels,Core i7,8 GB,256 GB,‎Intel HD Graphics 615,‎Windows 10 Home,‎2.65 pounds,"$1,553.84 "
Lenovo,"Lenovo ThinkBook 15 G2 are 15.6"" Notebook, AMD Ryzen 5 4600U, 8GB RAM, 256GB SSD, AMD Radeon Graphics, Windows 10 Pro (20VG008UUS)",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 5 4600U,8 GB,256 GB,‎AMD Radeon Graphics,‎Windows 10,‎5 pounds,$599.99 
HP,"HP Laptop 14 inch HD Screen, Intel Celeron N4020 Processor, 4GB DDR4 Memory, 64GB eMMC, Webcam Bluetooth,1-Year Microsoft 365, Online Class/Online Meeting, Windows 10 Home S, iMei 64GB Micro SD Card",14 Inches,,‎1.1 GHz,4 GB,64 MB,,‎Windows 10 S,‎3.96 pounds,$225.00 
Lenovo,"LENOVO 20VK0018US THINKPAD L13 Yoga GEN2, Intel CORE I5-1135G7 (2.40GHZ, 8MB), 13.3 1920X1080 TOUC",‎13.3 Inches,‎1920 x 1080 Pixels,‎core_i5,,‎SSD,,‎Windows 10 Pro,‎8 pounds,
ASUS,"ASUS Vivobook 16 Laptop, 16” WUXGA (1920 x 1200) 16:10 Display, Intel Core i7-13700H CPU, Intel Iris Xᵉ Graphics, 8GB RAM, 1TB SSD, Windows 11 Home, Indie Black, F1605VA-DS74",16 Inches,‎1920 x 1200 Pixels,Core i7,16 GB,1 TB,,‎Windows 11 Home,‎7.4 pounds,$849.99 
Lenovo,"Lenovo - C340-15 2-in-1 15.6"" Touch-Screen Chromebook - Intel Core i3 - 4GB Memory - 64GB eMMC Flash Memory - Mineral Gray",15.6 Inches,‎1920 x 1080 Pixels,Core i3,4 GB,64 GB,‎Intel UHD Graphics 620,‎Chrome OS,‎5.99 pounds,$322.00 
Dell,"Dell XPS Business Laptop, 15.6 Inch FHD+, Intel Core i7-10750H Processor, 32GB RAM, 1TB PCIe SSD, GeForce GTX 1650 Ti 4GB GDDR6, Fingerpring Reader, Backlit Keyboard, Windows 11 Home (Latest Model)",15.6 Inches,‎1920 x 1200 Pixels,Corei7-10750H,32 GB,512 GB,‎GTX 1650 Ti,‎Windows 11,‎4.52 pounds,"$1,999.00 "
Toshiba,"Toshiba - Satellite Radius 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 1TB Hard Drive - Carbon Gray",15.6 Inches,‎3840 x 2160 Pixels,Core i7,12 GB,1 TB,‎Intel Integrated Graphics,‎Windows 10,‎4.96 pounds,
Lenovo,"2018 Lenovo 330 17.3"" HD+ LED Backlight Laptop Computer, 8th Gen Quad Core i5-8250U up to 3.40GHz, 8GB DDR4 RAM, 1TB HDD, DVDRW, 802.11ac WiFi, Bluetooth, Type-C, HDMI, Windows 10",17.3 Inches,,Core i5,8 GB,‎HDD,‎Intergrated,‎Windows 10 Home,‎1.04 pounds,
Acer,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",15.6 Inches,‎1920x1080,Core I3 1115G4,8 GB,128 GB,‎Intel UHD Graphics,‎Windows 11 S,‎3.64 pounds,$299.99 
ROKC,"2023 Newest Upgraded Ideapad 3i Laptops for Student & Business by Lenovo, 14 inch FHD Computer, Intel Core i3-1115G4, 12GB RAM, 512GB SSD, HDMI, Webcam, Bluetooth, Webcam, Windows 11, Platinum Grey",14 Inches,‎1920 x 1080 Pixels,Intel Core i3,12 GB,512 GB,‎Intel,‎Windows 11,‎3.31 pounds,$469.99 
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14 Inches,‎1920x1080 Pixels,Celeron N4020,4 GB,128 GB,‎Intel UHD Graphics 600,‎Chrome OS,‎5.16 pounds,$249.99 
Acer,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5",14 Inches,‎1366x768 Pixels,Pentium,8 GB,128 GB,‎Intel UHD Graphics,‎Chrome OS,‎3.42 pounds,$399.99 
Lenovo,"Lenovo ThinkPad L13 Yoga Gen 3 21B50037US 13.3"" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 3.30 GHz - 8 GB Total RAM - 256 GB",13.3 Inches,‎1920 x 1200 Pixels,Core i5,8 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎4.8 pounds,"$1,209.99 "
Dell,"Dell XPS 15 9520 Laptop (2022) | 15.6"" FHD+ | Core i9 - 2TB SSD - 64GB RAM - 3050 Ti | 14 Cores @ 5 GHz - 12th Gen CPU Win 11 Pro (Renewed)",15.6 Inches,‎1920x1200 MP,Core i9,64 GB,2000 GB,‎NVIDIA GeForce RTX 3050 Ti,‎Windows 11 Pro,‎8 pounds,"$2,199.00 "
HP,"HP 16"" EliteBook 860 G9 Laptop - 16"" IPS SureView Reflect - Intel Core i7-1255U 10-Core (12th Gen) - 256GB SSD - 16GB - Windows 11 pro",14 Inches,‎1920x1200 Pixels,Intel Core i7,16 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 11 Pro,‎4.79 pounds,"From $1,550.00"
Lenovo,"Lenovo ThinkPad L15 Gen 3 21C30056US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Thunder Black",15.6 Inches,‎1920 x 1200 Pixels,Core i5,8 GB,256 GB,‎Intel UHD Graphics,‎Windows 11 Pro,‎6.05 pounds,$997.49 
Alienware,"Alienware x15 R1 VR Ready Gaming Laptop - 15.6 inch FHD 360Hz Display, Intel Core i7-11800H, 16GB DDR4 RAM, 1TB SSD, HDMI, WiFi, NVIDIA GeForce RTX 3070 8GB GDDR6, Windows 11 Home - White",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,1 TB,‎NVIDIA GeForce RTX 3070,‎Windows 10 Home,‎5.2 pounds,"$2,499.00 "
ASUS,"ASUS ROG Strix Scar Edition Gaming Laptop, 17.3” 144Hz 3ms Full HD, Intel Core i7-8750H, GeForce GTX 1070 8GB, 16GB DDR4, 256GB PCIe SSD + 1TB FireCuda, Windows 10 - GL703GS-DS74",17.3 Inches,‎1920 x 1080 Pixels,Intel Core i7,16 GB,1000 GB,‎NVIDIA GeForce GTX 1070,‎Windows 10 Home,‎6.5 pounds,$960.22 
HP,"HP Envy x360 Convertible 15-inch Laptop, AMD Ryzen 7 5825U Processor, AMD Radeon Graphics, 8 GB-RAM, 512 GB SSD, Windows 11 Home(15-eu1026nr, Nightfall Black Aluminum) & Wireless-Mouse X3000 G2 Black",,,,8 GB,512 GB,‎AMD Radeon Graphics,‎Windows 11 Home,,
Lenovo,"2021 Lenovo Ideapad 3 High Performance Business Laptop 15.6"" HD Touchscreen -Intel 10th Gen i5-10210U Quad Core - 12GB DDR4 512GB SSD - WiFi 6 - Win10 Pro w/ RATZK 32GB USB Drive",15.6 Inches,‎1366x768 Pixels,Core i5 Family,12 GB,512 GB,‎Intel UHD Graphics,‎Windows 10 Pro,‎4.07 pounds,
Acer,"Acer Newest Swift 3 EVO Platform Laptop -13.5"" 2K (2256x1504) IPS - 11th Intel i7-1165G7 - Iris Xe Graphics - 8GB DDR4-256GB SSD - Fingerprint - WiFi 6 - Backlit KB - Windows 11 Home w/ 32GB USB",13.5 Inches,‎2256 x 1504 Pixels,Core i7 Family,8 GB,256 GB,‎Intel Iris Xe Graphics,‎Windows 11 Home,‎7 pounds,
Dell,"Dell XPS 13 9360 13.3"" FHD Laptop 8th Gen Intel Core i7-8550U 8GB RAM 256GB SSD Rose Gold Win 10 Pro",13.3 Inches,,Intel Core 2 Quad,8 GB,256 GB,,‎Windows 10 Pro,‎2.64 pounds,"$1,099.81 "
ASUS,"ASUS ZenBook Duo 14 UX482 14” FHD Touch Display, Intel Evo Platform, Core i5-1155G7, 8GB RAM, 512GB PCIe SSD, ScreenPad Plus, Windows 10 Home, Wifi 6E, Celestial Blue, UX482EAR-EB51T",14 Inches,‎1920 x 1080 Pixels,Intel Core i5,8 GB,512 GB,‎Intel Iris Xe Graphics,‎Windows 10 Home,‎3.64 pounds,"$1,099.99 "
Lenovo,"Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6"" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue",15.6 Inches,‎1920x1080 Pixels,Celeron P4500,8 GB,64 GB,,‎Chrome OS,‎5.59 pounds,$299.99 
MSI,"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",17.3 Inches,‎3840 x 2160 Pixels,Core i7 Family,16 GB,512 GB,‎NVIDIA GeForce RTX 3060,‎Windows 10 Home,‎5.4 pounds,"$1,473.89 "
Alienware,"Alienware x17 R1, 17.3 inch FHD 360Hz Non-Touch Gaming Laptop - Intel Core i7-11800H, 16GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 10 Home - Lunar Light",17.3 Inches,‎1920 x 1080 Pixels,Core i7 Family,16 GB,1 TB,‎NVIDIA GeForce RTX 3060,‎Windows 10 Home,‎7.05 pounds,"$2,185.41 "
HP,"HP - 15.6"" Full HD Laptop - 10th Gen Intel Core i5 - 8GB Memory 256 GB SSD Intel UHD Graphics Model: 15-dw2057cl",15.6 Inches,‎1920 x 1080 Pixels,Core i5-1035G1,8 GB,256 GB,‎Intel UHD Graphics,‎Windows 10,‎3.96 pounds,From $450.00
Latitude,"Dell Latitude E6420 14” Laptop PC, Intel Core i7-2640M 2.8GHz, 8GB DDR3 RAM, 256GB SSD, Win-7 Pro x64",14 Inches,‎1600 x 900,Core i7,8 GB,256 GB,‎Intel HD,‎Windows 7 Professional,‎6.55 pounds,$149.00 
HP,"HP Envy 2-in-1 Laptop 2022, 15.6 inch FHD Touchscreen, 8-Core AMD Ryzen 7 5825U, Radeon Graphics, 16GB DDR4 512GB NVMe SSD, WI-FI 6, Windows 10 Home, Fullsize Backlit Keyboard, COU 32GB USB Drive",15.6 Inches,‎1920 x 1080 Pixels,Ryzen 7,16 GB,512 GB,‎AMD Radeon Graphics,‎Windows 10,‎7.9 pounds,
HP,"Flagship 2019 HP 14"" FHD Laptop | Intel Quad-Core Pentium Silver N5000 Up to 2.7Ghz |4GB DDR4 | 64GB eMMC SSD | Office 365 Personal-1yr | Win 10 S| Support up to 256G Micro SD Extra Storage",14 Inches,‎1920 x 1080 Pixels,Pentium,4 GB,64 GB,‎Intel UHD Graphics 620,‎Windows 10,‎3.16 pounds,$324.90 
Dell,"Dell Latitude 5410 Laptop - 14"" FHD AG 300 NITS- 1.6 GHz Intel Core i5-10210U Quad-Core - 256GB SSD - 16GB - Windows 10 pro",‎15.6 Inches,‎1920 x 1080 Pixels,Core i5,‎32 GB DDR4,‎1 TB SSD,‎Integrated Intel UHD Graphics 620,‎Windows 10 pro,‎3.24 pounds,$799.99 
HP,"2022 HP Laptop | 15.6"" HD Display | Intel Dual-Core Pentium Gold 6405U | 4GB RAM 128GB SSD | Intel UHD Graphics | HD Webcam | Bluetooth | RJ-45 | USB-C | HDMI | Windows 10 Home | Scarlet Red",15.6 Inches,‎1366 x 768 Pixels,Pentium Other,4 GB,128 GB,‎Intel UHD Graphics,‎Windows 10 Home,‎3.93 pounds,
Lenovo,"Lenovo ThinkPad P1 Gen 4, Intel Core i9-11950H 16.0"" WQUXGA (3840x2400) IPS, HDR IR Camera 600 Nits, 64GB DDR4 RAM, 1TB PCIe NVMe SSD, NVIDIA RTX A5000, Windows Pro",16 Inches,‎3840 x 2400 Pixels,Core i9-11950H,64 GB,1 TB,‎NVIDIA RTX™ A5000 Max-Q 16GB,‎Windows 10 Pro,‎3.98 pounds,
HP,"HP 14-inch HD AMD Ryzen 3 3.5GHz 4GB 1TB HDD Radeon Vega 3 Webcam Windows 10 Laptop Sliver (1TB HDD, Silver) (Renewed)",14 Inches,‎1366 x 768 Pixels,Ryzen 3 3250U,4 GB,1 TB,‎AMD,‎Windows 10,‎3.31 pounds,
ASUS,"ASUS Chromebook CX9, 14"" Touchscreen FHD NanoEdge Display, Intel Core i7-1165G7 Processor, 512GB SSD, 16GB RAM, USI Stylus Support, NumberPad, Chrome OS, Magnesium-Alloy, Star Black, CX9400CEA-DS762T",14 Inches,‎1920 x 1080 Pixels,Intel Core i7,16 GB,512 GB,‎Intel Iris Xe Graphics,‎Chrome OS,‎2.54 pounds,"$1,149.99 "
Lenovo,"Lenovo Yoga 710 80V4000GUS 2-in-1 14-Inch Touch-Screen Laptop (Intel Core i5-7200U, 8GB Memory, 256GB SSD, Windows 10 Home 64), Silver",14 Inches,,Core i5,8 GB,256 GB,,,,From $639.99
Dell,"Dell Inspiron 5510 Laptop, 15.6"" FHD Screen, Intel Core i7-11390H, 32GB DDR4 RAM, 1TB PCIe SSD, HDMI, Webcam, Fingerprint, WiFi 6, Backlit Keyboard, Window 11 Home",15.6 Inches,‎1920 x 1080 Pixels,Core i7 Family,32 GB,1 TB,‎Intel Iris Xe Graphics,‎Windows 11 Home,‎3.86 pounds,"From $1,699.00"
Acer,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",15.6 Inches,‎1920x1080,Core I3 1115G4,8 GB,128 GB,‎Intel UHD Graphics,‎Windows 11 S,‎3.64 pounds,$299.99 
ROKC,"2023 Newest Upgraded Ideapad 3i Laptops for Student & Business by Lenovo, 14 inch FHD Computer, Intel Core i3-1115G4, 12GB RAM, 512GB SSD, HDMI, Webcam, Bluetooth, Webcam, Windows 11, Platinum Grey",14 Inches,‎1920 x 1080 Pixels,Intel Core i3,12 GB,512 GB,‎Intel,‎Windows 11,‎3.31 pounds,$469.99 
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14 Inches,‎1920x1080 Pixels,Celeron N4020,4 GB,128 GB,‎Intel UHD Graphics 600,‎Chrome OS,‎5.16 pounds,$249.99 
Acer,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5",14 Inches,‎1366x768 Pixels,Pentium,8 GB,128 GB,‎Intel UHD Graphics,‎Chrome OS,‎3.42 pounds,$399.99 
Toshiba,"Toshiba Satellite S55T-B5273NR 15.6"" Touch Screen Laptop - Intel Core i7-4710HQ PRocessor, 8GB Memory, 1TB Hard Drive, Webcam, Windows 8.1",15.6 Inches,‎1366x768 Pixels,Core i7-4700HQ,8 GB,1 TB,‎Intel HD Graphics,‎Windows 8,‎4.9 pounds,
Lenovo,"Lenovo ThinkBook 13s G4 IAP 21AR001JUS 13.3"" Notebook - 2560 x 1600 - Intel Core i5 12th Gen i5-1240P - 8 GB Total RAM - 256 GB SSD",13.3 Inches,‎2560 x 1600 Pixels,Core i5,8 GB,256 GB,‎Intel,‎Windows 11 Pro,‎4.3 pounds,From $599.00
ASUS,"ASUS X205TA-UH01-BK Notebook, Intel Z3735F Quad-Core, 1.33 GHz, 32 GB, Intel HD Graphics, Windows 8, Dark Blue, 11.6""",11.6 Inches,‎1366 x 768,Atom Z3735F,2 GB,32 GB,‎Intel HD Graphics,‎Windows 8,‎2.2 pounds,
Lenovo,"Lenovo ThinkPad T490 14.0"" FHD (1920x1080) 250 nits IPS Anti-Glare Display - Intel Core i5-8265U Processor, 16GB RAM, 512GB PCIe-NVMe SSD, Windows 10 Pro 64-bit",14 Inches,‎1920 x 1080,Core i5,16 GB,‎512 GB SSD,‎Intel UHD Graphics 620,‎Windows 10,‎3.41 pounds,$887.99 
Microsoft,"Microsoft Surface Laptop 3 – 15"" Touch-Screen – AMD Ryzen 7 Surface Edition - 16GB Memory - 512GB Solid State Drive – Matte Black",15 Inches,‎1280 x 800 Pixels,Ryzen 7,16 GB,512 GB,‎AMD Radeon RX Vega 11,‎Windows 10 Home,‎3.4 pounds,$780.00 
Lenovo,"Lenovo IdeaPad Flex 5 14"" Touchscreen 2-in-1 Laptop 2022, AMD Ryzen 5 5500U 6-Core, 16GB DDR4 256GB NVMe SSD, Radeon Graphics, HDMI, Fingerprint, WiFi-6, Windows 10 Pro, Stylus Pen and COU 32GB USB",14 Inches,‎1920 x 1080 Pixels,Ryzen 5,16 GB,256 GB,‎Integrated AMD Radeon Graphics,‎Windows 10 Pro,‎6.9 pounds,
Acer,"Acer Travelmate P4 Thin & Light Business Laptop, 14.0"" Full HD, Intel Core i5-1135G7, 8GB DDR4, 512GB NVMe SSD, Thunderbolt 4, Intel Wi-Fi 6, Mil-Spec, Fingerprint Reader, Win 10 Pro, TMP414-51-506U",14 Inches,‎1920 x 1080 Pixels,Intel Core i5,8 GB,512 GB,,‎Windows 10 Pro,‎1 pounds,$688.44 
Dell,"Dell XPS 15 9510 Laptop (2021) | 15.6"" 4K Touch | Core i7-512GB SSD - 32GB RAM - 3050 Ti | 8 Cores @ 4.6 GHz - 11th Gen CPU Win 10 Pro",15.6 Inches,‎3456x2160 MP,Core i7,32 GB,512 GB,‎NVIDIA GeForce RTX 3050 Ti,‎Windows 10 Pro,‎29 pounds,"From $2,582.77"
HP,"2022 HP Laptop | 17.3"" HD+ Touchscreen | AMD 6-Core Ryzen 5 5500U | Radeon Graphics | 16GB RAM DDR4 256GB NVMe SSD | USB-C | WiFi AC | Bluetooth 5.0 | HDMI | Webcam | Windows 11 Home",17.3 Inches,‎1440 x 900 Pixels,Ryzen 5,16 GB,256 GB,‎AMD Radeon Graphics,‎Windows 11 Home,‎8 pounds,
