Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
Acer,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",15.6,1920x1080,Core I3 1115G4,8.0,128 GB,Intel UHD Graphics,Windows 11 S,3.64,299.99
ROKC,"2023 Newest Upgraded Ideapad 3i Laptops for Student & Business by Lenovo, 14 inch FHD Computer, Intel Core i3-1115G4, 12GB RAM, 512GB SSD, HDMI, Webcam, Bluetooth, Webcam, Windows 11, Platinum Grey",14,1920 x 1080,Intel Core i3,12.0,512 GB,Intel,Windows 11,3.31,469.99
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14,1920x1080,Celeron N4020,4.0,128 GB,Intel UHD Graphics 600,Chrome OS,5.16,249.99
Acer,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5",14,1366x768,Pentium,8.0,128 GB,Intel UHD Graphics,Chrome OS,3.42,399.99
HP,"HP 2022 High Performance Business Laptop - 17.3"" HD+ Touchscreen - 10-Core 12th Intel i7-1255U Iris Xe Graphics - 16GB DDR4 - 1TB SSD - Backlit Keyboard - WiFi 6 - Win 11 Home w/ 32GB USB",17.3,1600 x 900,Core i7 Family,16.0,1 TB,Intel Iris Xe Graphics,Windows 11 Home,4.6,963.9260148199606
Acer,"Acer Nitro 5 AN515-57-79TD, Intel i7-11800H, NVIDIA GeForce RTX 3050 Ti, 15.6"" FHD 144Hz IPS Display, 8GB DDR4, 512GB SSD, Killer Wi-Fi 6 with Crucial 8GB DDR4 3200MHz CL22 Laptop Memory CT8G4SFRA32A",,,,8.0,512 GB,NVIDIA GeForce RTX 3050,Windows 10 Home,,963.9260148199606
HP,"HP 2022 Pavilion 15.6"" FHD IPS Laptop PC Quad-Core AMD Ryzen 5 3500U 8GB RAM DDR4 128GB M.2 SSD+1TB HDD AMD Radeon Vega 8 HDMI USB-C RJ-45 WiFi Bluetooth Webcam Windows 10 w/RE 32GB USB 3.0 Drive",15.6,1920 x 1080,Ryzen 5 3500U,8.0,128 GB,AMD Radeon Vega 8,Windows 10 Home,4.2,963.9260148199606
ASUS,"ASUSPRO P5440 Thin & Light Business Laptop, 14” Wideview FHD, Intel Core i5-8265U, 8GB RAM, 512GB PCIe SSD, Fingerprint, Backlit KB, Windows 10 Pro, 10hrs Battery Life, P5440FA-XB54",14,1920 x 1080,Core i5 Family,8.0,512 GB,Intel UHD Graphics 620,Windows 10 Pro,2.78,963.9260148199606
HP,"HP Pavilion 15.6 HD 2019 Newest Thin and Light Laptop Notebook Computer, Intel AMD A6-9225, 8GB RAM, 1TB HDD, Bluetooth, Webcam, DVD-RW, WiFi, Win 10",15.6,1366 x 768,AMD A6,8.0,1 TB,AMD Radeon R4,Windows 10,4.4,419.0
Dell,"Dell Latitude 5330 2-in-1 Laptop - 13.3"" FHD IPS 300-nit GG5 DXC Touch Display - Intel Core i7 10-Core (12th Gen) - 512GB SSD - XMM 7360 Global LTE - 16GB RAM - Windows 11 pro",13.3,1920 x 1080,Core i7 Family,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,4.53,1199.0
Lenovo,"Lenovo ThinkPad E15 20RD002UUS 15.6"" Notebook - 1920 x 1080 - Intel Core i7 (10th Gen) i7-10510U Quad-core (4 Core) 1.80 GHz - 8 GB RAM - 500 GB HDD - Silver",15.6,1920 x 1080,Core i7 Family,8.0,500 GB,Intel UHD Graphics,Windows 10 Pro,4.19,963.9260148199606
Dell,"Dell XPS 9000 15 9520 15.6"" Notebook - FHD+ - 1920 x 1200-32 GB Total RAM - 1 TB SSD - Platinum Silver, Black",15.6,1920 x 1200,Core i7,32.0,1 TB,Intel UHD Graphics,Windows 11 Pro,4.22,2389.99
HP,"HP Stream 14"" HD Laptop PC, Intel Celeron N4000 Processor, 4 GB RAM, 64 GB eMMC, HDMI, Webcam, WiFi, Windows 10 S, Brilliant Black",14,1366x768,Celeron N4000,4.0,64 GB,Intel UHD Graphics 600,Windows 10 S,2.64,229.0
Lenovo,"2022 Lenovo IdeaPad 5i Laptop - 15.6"" FHD IPS Touchscreen - Intel i7-1165G7 4-Core - Iris Xe Graphics - 12GB DDR4 - 512GB SSD - WiFi 6 - Fingerprint Sensor - Backlit Keyboard - Windows 11 Home",15.6,1920 x 1080,Core i7 Family,12.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.66,963.9260148199606
ASUS,"ASUS Chromebook Flip CM5, 15.6"" Touchscreen Full HD NanoEdge Display, AMD Ryzen 3 3250C Processor, 64GB eMMC, 4GB RAM, Backlit Keyboard, Wi-Fi 5, Chrome OS, Aluminum, Mineral Gray, CM5500FDA-DN344T",15.6,1920 x 1080,Ryzen 3,4.0,,AMD Radeon Graphics,,4.3,529.99
Lenovo,"Lenovo ThinkPad P1 Gen 5 Intel Core i9-12900H, 14C, 16.0"" WQUXGA (3840x2400) IPS 600nits, 64GB RAM, 2TB SSD, NVIDIA RTX A5500, Backlit KYB, Fingerprint Reader, Windows Pro",16,3840 x 2400,Core i9,64.0,2 TB,NVIDIA RTX A5500 16GB GDDR6,Windows 11 Pro,4.0,3849.99
Lenovo,"Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6"" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue",15.6,1920x1080,Celeron P4500,8.0,64 GB,,Chrome OS,5.59,299.99
Lenovo,"Lenovo IdeaPad Gaming Chromebook - 2022 - Chromebook Gaming Laptop - Intel Iris XE Graphics - 16"" Display - 8GB Memory - 256GB Storage - Intel i5 12th Gen - Storm Grey",16,2560x1600,1.2GHz Cortex A8 Processor,8.0,256 GB,Intel UHD Graphics 620,Chrome OS,4.11,569.99
Lenovo,"Lenovo ThinkPad Edge E560 15.6-Inch Business Laptop: Intel Core i5-6200U, 8GB RAM, 500GB HDD, FingerPrint Reader, DVD+RW, 802.11AC, Windows 7 Professional 64-bit",15.6,,Core i5,8.0,500 GB,Intel HD Graphics 520,Windows 7 Professional,5.39,1199.0
Dell,"Dell 2021 Newest XPS 15 9510 Laptop, 15.6"" FHD+ 500 Nits Display, Intel i9-11900H, RTX 3050Ti, 64GB RAM, 4TB SSD, IR Webcam, Backlit Keyboard, Fingerprint Reader, WiFi 6, Thunderbolt 4, Win 10 Home",15.6,1920 x 1200,Intel Core i9,64.0,1 TB,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home,4.22,3599.0
HP,"HP EliteBook 645 G9 14"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 PRO 5875U Octa-core (8 Core) 2 GHz - 16 GB Total RAM - 512 GB SSD",14,1920 x 1080,Ryzen 7,16.0,512 GB,AMD Radeon Graphics,Windows 10 Pro,4.85,923.99
Dell,"Dell Latitude 7000 7420 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 512 GB SSD - Windows 10 Pro - Intel Iris Xe Graphics - Com",14,1920 x 1080,Core i7,16.0,512 GB,Intel Iris,Windows 10 Pro,2.86,1269.77
Toshiba,Toshiba Satellite Fusion 15 L55W-C5259 15.6-Inch Convertible 2 in 1 Touchscreen Laptop,15.6,1920X1080,Core i5-5200U,8.0,128 GB,Mobile Intel HD graphics,Windows 10,5.1,399.0
HP,"HP Chromebook 11 G5 11.6"" Chromebook - Intel Celeron N3050 Dual-core (2 Core) 1.60 GHz",11.6,1366 x 768,Celeron N,2.0,,Intel HD Graphics 400,Chrome OS,2.51,161.99
SAMSUNG,"SAMSUNG Chromebook 12.2"" XE520QAB-K04US, Touchscreen",12.2,,1.2GHz Cortex A8 Processor,,64 GB,,,,374.97
HP,"HP Newest Pavilion 15.6"" FHD IPS Touchscreen Laptop, Intel 10-Core i5-1235U, 12GB RAM 512GB SSD, Iris Xe Graphics, WiFi6, Type-C, HDMI, Webcam, Backlit Keyboard, Windows 11 Home (15-EG2053CL, Silver)",15.6,1920 x 1080,Core i5 Family,12.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,5.39,849.99
HP,"2022 HP Envy X360 15.6"" FHD IPS Touchscreen 2-in-1 Laptop 11th Intel Core i7-1195G7 Iris Xe Graphics 32GB DDR4 1TB SSD Thunderbolt 4 WiFi 6 Backlit KB FP Reader Win 11 Pro Stylus Pen w/ RATZK 32GB",15.6,1920 x 1080,Core i7 Family,32.0,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,8.0,1299.0
Lenovo,Lenovo IBM Thinkpad T410 Core I7 2.66ghz 128gb SSD W7 64,14.1,,Core i7,4.0,128 GB,Intel HD Graphics,Windows 7,,209.0
Alienware,"Alienware m15 Gaming Laptop 15.6 inch, FHD, 8th Generation Intel Core i7-8750H, NVIDIA GeForce RTX 2060 6GB, 16GB RAM, 512GB SSD, Windows 10 Home - Epic Silver (AWm15-7806SLV-PUS)",15.6,1920 x 1080,Core i7 Family,16.0,512 GB,NVIDIA GeForce RTX 2060,Windows 10 Home,4.8,1549.95
Lenovo,"Lenovo Flex 14 2-in-1 Convertible Laptop, 14 Inch FHD, Touchscreen, AMD Ryzen 5 3500U Processor, Radeon Vega 8 Graphics, 8GB DDR4 RAM, 256GB NVMe SSD, Win 10, Black, Pen Included",14,1920 x 1080,Ryzen 5 3500U,8.0,256 GB,AMD Radeon Vega 8,Windows 10,3.52,963.9260148199606
Acer,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",15.6,1920x1080,Core I3 1115G4,8.0,128 GB,Intel UHD Graphics,Windows 11 S,3.64,299.99
MSI,"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",17.3,3840 x 2160,Core i7 Family,16.0,512 GB,NVIDIA GeForce RTX 3060,Windows 10 Home,5.4,1473.89
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14,1920x1080,Celeron N4020,4.0,128 GB,Intel UHD Graphics 600,Chrome OS,5.16,249.99
Acer,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5",14,1366x768,Pentium,8.0,128 GB,Intel UHD Graphics,Chrome OS,3.42,399.99
Best Notebooks,"Best Notebooks Yoga 7i 16"" WQXGA Touch 2-in-1 Laptop 12th Gen Intel Core i7-12700H Intel Arc A370M 4GB GDDR6 Win Hello Alexa Built in Active Stylus Pen 1TB SSD|32GB RAM| Win 11 Pro",16,2560 x 1600,Intel Core i7,32.0,1 TB,,Windows 11 Pro,,2599.0
Dell,"Dell Latitude 5330 2-in-1 Laptop - 13.3"" FHD IPS 300-nit GG5 DXC Touch Display - Intel Core i7 10-Core (12th Gen) - 512GB SSD - XMM 7360 Global LTE - 16GB RAM - Windows 11 pro",13.3,1920 x 1080,Core i7 Family,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,4.53,1199.0
HP,"HP Pavilion 15.6 HD 2019 Newest Thin and Light Laptop Notebook Computer, Intel AMD A6-9225, 8GB RAM, 1TB HDD, Bluetooth, Webcam, DVD-RW, WiFi, Win 10",15.6,1366 x 768,AMD A6,8.0,1 TB,AMD Radeon R4,Windows 10,4.4,419.0
HP,"HP 2022 High Performance Business Laptop - 17.3"" HD+ Touchscreen - 10-Core 12th Intel i7-1255U Iris Xe Graphics - 16GB DDR4 - 1TB SSD - Backlit Keyboard - WiFi 6 - Win 11 Home w/ 32GB USB",17.3,1600 x 900,Core i7 Family,16.0,1 TB,Intel Iris Xe Graphics,Windows 11 Home,4.6,963.9260148199606
Acer,"Acer Dell Latitude 5000 5420 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB RAM - 256 GB SSD",14,1920 x 1080,Core i5 Family,16.0,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.6,925.0
Acer,"Acer Nitro 5 AN515-57-79TD, Intel i7-11800H, NVIDIA GeForce RTX 3050 Ti, 15.6"" FHD 144Hz IPS Display, 8GB DDR4, 512GB SSD, Killer Wi-Fi 6 with Crucial 8GB DDR4 3200MHz CL22 Laptop Memory CT8G4SFRA32A",,,,8.0,512 GB,NVIDIA GeForce RTX 3050,Windows 10 Home,,963.9260148199606
HP,"HP 2022 Pavilion 15.6"" FHD IPS Laptop PC Quad-Core AMD Ryzen 5 3500U 8GB RAM DDR4 128GB M.2 SSD+1TB HDD AMD Radeon Vega 8 HDMI USB-C RJ-45 WiFi Bluetooth Webcam Windows 10 w/RE 32GB USB 3.0 Drive",15.6,1920 x 1080,Ryzen 5 3500U,8.0,128 GB,AMD Radeon Vega 8,Windows 10 Home,4.2,963.9260148199606
Lenovo,"Lenovo ThinkPad E15 20RD002UUS 15.6"" Notebook - 1920 x 1080 - Intel Core i7 (10th Gen) i7-10510U Quad-core (4 Core) 1.80 GHz - 8 GB RAM - 500 GB HDD - Silver",15.6,1920 x 1080,Core i7 Family,8.0,500 GB,Intel UHD Graphics,Windows 10 Pro,4.19,963.9260148199606
Dell,"Dell XPS 9000 15 9520 15.6"" Notebook - FHD+ - 1920 x 1200-32 GB Total RAM - 1 TB SSD - Platinum Silver, Black",15.6,1920 x 1200,Core i7,32.0,1 TB,Intel UHD Graphics,Windows 11 Pro,4.22,2389.99
HP,"HP Stream 14"" HD Laptop PC, Intel Celeron N4000 Processor, 4 GB RAM, 64 GB eMMC, HDMI, Webcam, WiFi, Windows 10 S, Brilliant Black",14,1366x768,Celeron N4000,4.0,64 GB,Intel UHD Graphics 600,Windows 10 S,2.64,229.0
Best Notebooks,"Best Notebooks New ThinkPad X1 Carbon Gen 10 Ultrabook Laptop 14” 4K UHD+ Touchscreen, 12Th Gen Intel i7-1280P VPro 14Cores, Mobile Broadband 5G LTE (4TB SSD|32GB RAM|Win 11 PRO)",14,3840 x 2400,4.8 GHz,32.0,4 TB,Intel Iris Xe Graphics,Windows 11 Pro,,4499.0
HP,"Omen 17 Gaming Laptop, NVIDIA GeForce RTX 3070, Intel Core i7-11800H, 16 GB RAM, 512 GB SSD, 17.3” Quad HD 165 Hz Display, Windows 10 Home, RGB Keyboard, Long Battery Life (17-ck0020nr, 2021)",17.3,2560 x 1440,Core i7,16.0,512 GB,NVIDIA GeForce RTX 3070,Windows 10 Home,5.13,1649.99
Lenovo,"Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6"" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue",15.6,1920x1080,Celeron P4500,8.0,64 GB,,Chrome OS,5.59,299.99
Lenovo,"Lenovo IdeaPad Gaming Chromebook - 2022 - Chromebook Gaming Laptop - Intel Iris XE Graphics - 16"" Display - 8GB Memory - 256GB Storage - Intel i5 12th Gen - Storm Grey",16,2560x1600,1.2GHz Cortex A8 Processor,8.0,256 GB,Intel UHD Graphics 620,Chrome OS,4.11,569.99
Lenovo,"2022 Lenovo IdeaPad 5i Laptop - 15.6"" FHD IPS Touchscreen - Intel i7-1165G7 4-Core - Iris Xe Graphics - 12GB DDR4 - 512GB SSD - WiFi 6 - Fingerprint Sensor - Backlit Keyboard - Windows 11 Home",15.6,1920 x 1080,Core i7 Family,12.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.66,963.9260148199606
ASUS,"ASUS Chromebook Flip CM5, 15.6"" Touchscreen Full HD NanoEdge Display, AMD Ryzen 3 3250C Processor, 64GB eMMC, 4GB RAM, Backlit Keyboard, Wi-Fi 5, Chrome OS, Aluminum, Mineral Gray, CM5500FDA-DN344T",15.6,1920 x 1080,Ryzen 3,4.0,,AMD Radeon Graphics,,4.3,529.99
Lenovo,"Lenovo ThinkPad P1 Gen 5 Intel Core i9-12900H, 14C, 16.0"" WQUXGA (3840x2400) IPS 600nits, 64GB RAM, 2TB SSD, NVIDIA RTX A5500, Backlit KYB, Fingerprint Reader, Windows Pro",16,3840 x 2400,Core i9,64.0,2 TB,NVIDIA RTX A5500 16GB GDDR6,Windows 11 Pro,4.0,3849.99
Lenovo,"Lenovo ThinkPad Edge E560 15.6-Inch Business Laptop: Intel Core i5-6200U, 8GB RAM, 500GB HDD, FingerPrint Reader, DVD+RW, 802.11AC, Windows 7 Professional 64-bit",15.6,,Core i5,8.0,500 GB,Intel HD Graphics 520,Windows 7 Professional,5.39,1199.0
Lenovo,"Lenovo ThinkPad T15 Gen 2 15.6"" Business IPS Laptop (Intel i5-1135G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe, 60Hz Full HD (1920x1080), WiFi, Bluetooth, Backlit KB, Win 10 Pro) with Hub",15.6,1920 x 1080,Intel Core i5-1135G7,16.0,512 GB,Intel Iris Xe Graphics,Windows 10 Pro,4.0,949.0
Dell,"Dell 2021 Newest XPS 15 9510 Laptop, 15.6"" FHD+ 500 Nits Display, Intel i9-11900H, RTX 3050Ti, 64GB RAM, 4TB SSD, IR Webcam, Backlit Keyboard, Fingerprint Reader, WiFi 6, Thunderbolt 4, Win 10 Home",15.6,1920 x 1200,Intel Core i9,64.0,1 TB,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home,4.22,3599.0
HP,"HP EliteBook 645 G9 14"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 PRO 5875U Octa-core (8 Core) 2 GHz - 16 GB Total RAM - 512 GB SSD",14,1920 x 1080,Ryzen 7,16.0,512 GB,AMD Radeon Graphics,Windows 10 Pro,4.85,923.99
ASUS,"ASUSPRO P5440 Thin & Light Business Laptop, 14” Wideview FHD, Intel Core i5-8265U, 8GB RAM, 512GB PCIe SSD, Fingerprint, Backlit KB, Windows 10 Pro, 10hrs Battery Life, P5440FA-XB54",14,1920 x 1080,Core i5 Family,8.0,512 GB,Intel UHD Graphics 620,Windows 10 Pro,2.78,963.9260148199606
HP,"HP Newest Pavilion 15.6"" FHD IPS Touchscreen Laptop, Intel 10-Core i5-1235U, 12GB RAM 512GB SSD, Iris Xe Graphics, WiFi6, Type-C, HDMI, Webcam, Backlit Keyboard, Windows 11 Home (15-EG2053CL, Silver)",15.6,1920 x 1080,Core i5 Family,12.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,5.39,849.99
Razer,"Razer Blade 15 Gaming Laptop 2019: Intel Core i7-9750H 6 Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3",15.6,1920 x 1080,Core i7 Family,16.0,512 GB,NVIDIA GeForce RTX 2060,Windows 10,4.63,1999.99
Acer,"Acer Newest Aspire 5 Laptop -15.6"" FHD IPS - 11th Intel i7-1165G7 - Iris Xe Graphics - 12GB RAM - 256GB SSD + 1TB HDD - WiFi 6 - Backlit Keyboard - RJ-45 - Win11 Pro w/RATZK 32GB USB",15.6,1920 x 1080,Core i7 Family,12.0,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,8.0,869.0
Lenovo,"Lenovo Flex 14 2-in-1 Convertible Laptop, 14 Inch FHD, Touchscreen, AMD Ryzen 5 3500U Processor, Radeon Vega 8 Graphics, 8GB DDR4 RAM, 256GB NVMe SSD, Win 10, Black, Pen Included",14,1920 x 1080,Ryzen 5 3500U,8.0,256 GB,AMD Radeon Vega 8,Windows 10,3.52,963.9260148199606
MSI,"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",17.3,3840 x 2160,Core i7 Family,16.0,512 GB,NVIDIA GeForce RTX 3060,Windows 10 Home,5.4,1473.89
Acer,"Acer Predator Triton 500 SE Gaming/Creator Laptop | 12th Gen Intel i9-12900H | GeForce RTX 3080 Ti | 16"" WQXGA 240Hz G-SYNC Display | 32GB LPDDR5 | 1TB Gen 4x4 SSD | Killer Wi-Fi 6E | PT516-52s-99EL",16,2560 x 1600,Core i9,32.0,1 TB,,Windows 11 Home,5.29,2999.99
ASUS,"ASUS Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",14,1920x1080,Celeron N4020,4.0,128 GB,Intel UHD Graphics 600,Chrome OS,5.16,249.99
Acer,"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 8GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P1Q5",14,1366x768,Pentium,8.0,128 GB,Intel UHD Graphics,Chrome OS,3.42,399.99
LENOVO TOPSELLER WORKSTATION,"Lenovo ThinkPad P16 Intel Core i7-12800HX, 16C, 16.0"" WUXGA (1920x1200) IPS, NVIDIA RTX A1000 4GB GDDR6, 32GB DDR5 RAM, 2TB NVMe SSD, Backlit KYB, Fingerprint Reader, Windows Pro",16,1920x1200,Core i7,32.0,,NVIDIA RTX A1000 4GB GDDR6,Windows 11 Pro,9.45,1802.79
Lenovo,"Lenovo V15 G3 ABA 82TV001QUS 15.6"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5625U Hexa-core (6 Core) 2.30 GHz - 8 GB Total RAM - 256 GB SSD - Business Black - Windows 11 Pro - AMD - Twisted",15.6,1920 x 1080,2.3 GHz,8.0,256 GB,AMD Radeon R5,Windows 11 Pro,1.0,689.95
Dell,"Dell Alienware X15 R1 Gaming Laptop (2021) | 15.6"" QHD | Core i9-2TB SSD - 32GB RAM - RTX 3080 | 8 Cores @ 4.9 GHz - 11th Gen CPU - 10GB GDDR6X Win 10 Pro",15.6,2560x1440 MP,Core i9,32.0,2000 GB,NVIDIA GeForce RTX 3080,Windows 10 Pro,5.0,963.9260148199606
Dell,"2019 Dell Inspiron 15 7000 Laptop: 8th Gen Core i5-8265U, 512GB Solid State Drive, 8GB RAM, 15.6"" Full HD IPS Display, Backlit Keyboard (Renewed)",15.6,1920 x 1080,Core i5,8.0,512 GB,Intel UHD 620 Graphics,Windows 10,12.0,499.0
Alienware,"New Alienware Area 51M Gaming Laptop, 17.3"" 300hz 3ms FHD Display, Intel Core i7-10700K, Nvidia GeForce RTX 2070 Super 8GB GDDR6, 1TB SSD, 16GB RAM, Lunar Light (AWARR2-7323WHT-PUS) (Renewed)",17.3,1920 x 1080,Core i7-10700K,16.0,1 TB,NVIDIA GeForce RTX 2070,Windows 10 Home,29.0,3999.0
Lenovo,"Lenovo ThinkBook 13s Business Notebook with 13.3"" WQXGA (2560x1600) Display, 11th Gen i7-1165G7 Processor, 16GB DDR4, 512GB SSD, Thunderbolt 4, WiFi 6, Backlit Keyboard, Intel Evo, and Windows 10 Pro",13.3,1900x1200,Intel Core i7-1165G7,16.0,512 GB,Intel Iris Xe Graphics,Windows 10 Pro,2.77,589.99
Lenovo,"Lenovo ThinkPad X1 Yoga Gen 5 14-inch 4K UHD Touchscreen 1TB SSD, 10th Gen i7, 2-in-1 Laptop (16GB RAM, 4.9GHz i7-10610U, Fingerprint Reader, ThinkPad Pen, Windows 10 Pro) Iron Gray, 20UB000NUS",14,3840 x 2160,Core i7,16.0,1 TB,Intel,Windows 10 Pro,5.5,1299.0
HP,"HP Chromebook 11 G5 11.6"" Chromebook - Intel Celeron N3050 Dual-core (2 Core) 1.60 GHz",11.6,1366 x 768,Celeron N,2.0,,Intel HD Graphics 400,Chrome OS,2.51,161.99
HP,"HP EliteBook 840 G8 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB Total RAM - 256 GB SSD - Silver",14,1920 x 1080,Core i5,16.0,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,4.8,918.74
Lenovo,Lenovo IBM Thinkpad T410 Core I7 2.66ghz 128gb SSD W7 64,14.1,,Core i7,4.0,128 GB,Intel HD Graphics,Windows 7,,209.0
SAMSUNG,"SAMSUNG Chromebook 12.2"" XE520QAB-K04US, Touchscreen",12.2,,1.2GHz Cortex A8 Processor,,64 GB,,,,374.97
Lenovo,"Lenovo ThinkPad E14 Gen 4 21E3008FUS 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Mineral",14,1920 x 1080,Core i5,16.0,256 GB,Intel Iris Xe Graphics,Windows 11,5.26,789.96
Lenovo,"Lenovo 3i Chromebook - 2023 - Everyday Notebook - Chrome OS - 15.6"" Full HD - 8GB Memory - 64GB Storage - Intel Celeron N4500 - Abyss Blue",15.6,1920x1080,Celeron P4500,8.0,64 GB,,Chrome OS,5.59,299.99
MSI,"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",17.3,3840 x 2160,Core i7 Family,16.0,512 GB,NVIDIA GeForce RTX 3060,Windows 10 Home,5.4,1473.89
HP,"Newest HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Processor Up to 2.80GHz, 4GB Ram, 64GB eMMC SSD, WiFi, Webcam, Chrome OS, (Renewed) (64GB) (Silver)",14,,,4.0,64 GB,,Chrome OS,4.4,208.0
Lenovo,"Lenovo 2023 Flex 5 2-in-1 Laptop 16"" WUXGA Touchscreen AMD Ryzen 7 5700U 8-Core Radeon Graphics 16GB RAM 512GB SSD Wi-Fi 6 Backlit Keyboard FP Reader Stylus Pen Windows 11 w/RATZK 32GB USB",16,1920 x 1200,Ryzen 7,16.0,512 GB,AMD Radeon Graphics,Windows 11,7.0,963.9260148199606
Dell,"Dell Latitude 3000 3310 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 128 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Tech",13.3,1920 x 1080,Core i5,8.0,128 GB,Integrated Intel Graphics,Windows 10 Pro (English/French/Spanish),3.4,938.04
HP,"HP - 14"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 256GB SSD - Natural Silver 14-dq2013dx",14,1366 x 768,Core i3,8.0,256 GB,Intel UHD Graphics,Windows 10 Pro,4.42,429.0
HP,HP EliteBook 8470p LED Notebook Intel i7 3520M 2.9GHz 8gb RAM 500gb HDD,14,,Core i7,8.0,500 GB,ATI Graphics,Windows 7 Professional,8.8,799.81
